"white_username","black_username","white_rating","black_rating","white_result","time_class","time_control","rules","rated","Event","FirstMove"
"ismailkrann","A1iM_1988",1122,1121,"loss","blitz","180+2","chess","True","Live Chess""","e4"
"3mriXx","oovie",1122,1115,"loss","blitz","300","chess","True","Live Chess""","e4"
"aarav360o","viraaj3003",1087,387,"win","blitz","420","chess","True","Live Chess""","e4"
"Abd-alhamedyousef11","Nagarajab",1271,1280,"win","blitz","600","chess","True","Live Chess""","e4"
"abderaak","Stoian82",1319,1383,"loss","rapid","600","chess","True","Live Chess""","e4"
"AAAMASTER123","CS_67",1514,1512,"loss","bullet","120+1","chess","True","Live Chess""","e4"
"RealCaptainKirk","AbdullahKhudari",1148,1118,"win","blitz","180","chess","True","Live Chess""","d4"
"oggi506","42757",1183,1247,"loss","blitz","180","chess","True","Live Chess""","b3"
"ChoiceMadeUps","8889802431",1812,1983,"loss","rapid","600","chess","True","Live Chess""","e4"
"Aarav_G","Aadit_Ag",436,990,"win","blitz","180","threecheck","True","Live Chess - Three-Check""","Nc3"
"anshulsarda3","abderaak",1319,1325,"win","rapid","600","chess","True","Live Chess""","e4"
"kkkkkk205","abbe77",762,788,"loss","blitz","300","chess","True","Live Chess""","e4"
"51fun","CityofLos",739,699,"win","bullet","60","chess","True","Live Chess""","e4"
"ali2545","51fun",885,717,"loss","bullet","60","chess","True","Live Chess""","e4"
"Howling_Wolf4809","aarav360o",696,1075,"loss","blitz","420","chess","True","Live Chess""","d4"
"Erven236","1cowboys",619,619,"loss","blitz","180","chess","True","Live Chess""","e4"
"zeljkosekulovic","190l",2074,2225,"loss","blitz","180","chess","True","Live Chess""","c4"
"AadhiImran123","alfMurillo",100,190,"loss","blitz","180","chess","True","Live Chess""","e4"
"RandomPerson93","a4b4c4d4e4f4g4h4",1180,1572,"win","daily","1/86400","chess","False","Let's Play!""","e4"
"Aashikamor","Salmon312",1065,1126,"loss","blitz","300","chess","True","Live Chess""","e3"
"bright-wolf","4thehellofit",1074,1045,"loss","blitz","300","chess","True","Live Chess""","e4"
"Adnan132002","abdellhamid",1749,1535,"win","bullet","30","chess","True","Live Chess""","e4"
"OliverArthur17","Aadarshchaudhary01",1215,1223,"win","bullet","60","chess","True","Live Chess""","e4"
"GeraldoEndo","1976BRASILrecife",1596,1538,"win","rapid","600","chess","True","Live Chess""","e4"
"1southern2","Kasouco",1401,1377,"win","bullet","60","chess","True","Live Chess""","e4"
"Zasssed","aadarshagtmchess",1207,1280,"loss","blitz","300","chess","True","Live Chess""","e4"
"schnauzsermordedores","aadipatel5",627,649,"loss","bullet","60","chess","True","Live Chess""","e4"
"32rtutu","capitan2",1515,1381,"win","blitz","180","chess","True","Live Chess""","d4"
"aadil_c","Ellewisee",1653,1645,"win","blitz","180","chess","True","Live Chess""","e4"
"ASDZZXX","1WannabeGM",1234,1296,"loss","rapid","600","chess","True","Live Chess""","d4"
"3lliimm3","vahur-s",1201,1595,"loss","blitz","180+2","chess","True","Live Chess""","e4"
"Iggy0510","1ArM-ArMeNiA1",1901,1852,"win","blitz","180","chess","True","Live Chess""","e4"
"raus02","aahana",1309,1385,"win","bullet","60","chess","True","Live Chess""","d4"
"7assoon131","adishafe",1500,1610,"loss","bullet","60","chess","True","Live Chess""","e4"
"andrewLLLL","13john13",1780,1255,"win","daily","1/604800","chess","True","chess turnament - Round 1""","e4"
"PawnyPete","1UnknownP",668,661,"win","blitz","300","chess","True","Live Chess""","e4"
"aaronane","vishnudevanand",1159,1136,"loss","rapid","600","chess","True","Live Chess""","d4"
"1023901","Mmonkk",263,646,"loss","bullet","60","chess","True","Live Chess""","h3"
"Kartik_Niyogi","123ret",1430,1395,"win","blitz","300","chess","True","Live Chess""","e4"
"JAVIELITOPLAYA","8889802431",1963,1881,"win","rapid","600","chess","True","Live Chess""","d4"
"Vinicius_Seba","abdellhamid",1566,1529,"win","bullet","30","chess","True","Live Chess""","e4"
"01KURA_50DACH1","Careyy",1227,1359,"loss","bullet","60","chess","True","Live Chess""","b3"
"andersonxx","9922212",1289,971,"win","daily","1/259200","chess","True","Club Coronación vs Xadrez entre Amigos - Board 9""","e4"
"LoLberg","1to037",1479,1556,"loss","bullet","120+1","chess","True","Live Chess""","d4"
"AaliSyed","the_great_bishop",1690,1533,"win","bullet","60","chess","True","Live Chess""","e4"
"abdo1091989","abdul_bismilla",1992,1844,"loss","daily","1/259200","chess","True","ACROPOLIS XXIX - Round 4""","e4"
"5432132","swortculb",1080,1143,"loss","blitz","180","chess","True","Live Chess""","e4"
"van2137","abdellhamid",1736,1456,"loss","bullet","30","chess","True","Live Chess""","e4"
"OKTollefsbol","27apulse",736,1148,"loss","blitz","600","chess","True","Live Chess""","e4"
"BoilingBubble2","abdo1612",1592,1608,"win","blitz","180","crazyhouse","True","Live Chess - Crazyhouse""","d4"
"abdelllll","Elmo2111",575,603,"win","blitz","600","chess","True","Live Chess""","e4"
"jrodan","7s2",704,541,"win","blitz","300","chess","True","Live Chess""","e4"
"EBAN92","aaravdudechess",580,604,"loss","rapid","600","chess","True","Live Chess""","e4"
"A1iM_1988","iLiKeCHeSS1812",1183,1091,"win","blitz","180+2","chess","True","Live Chess""","c4"
"A1iM_1988","SpaceTrooper47",1088,1140,"win","blitz","180+2","chess","True","Live Chess""","c4"
"7Nemo","dbwjd",1144,1279,"loss","blitz","180","chess","True","Live Chess""","e4"
"aashutosh99","sirdarco11",616,592,"loss","bullet","60","chess","True","Live Chess""","e4"
"razaksuarez","4nt0r2g",1121,1113,"win","blitz","300","chess","True","Live Chess""","e4"
"morfinliendorfin","2525pc",1595,1718,"loss","blitz","180+2","chess","True","Live Chess""","d4"
"YouWillKneelBeforeZod","aahana",1884,1373,"win","bullet","60","chess","True","Live Chess""","e4"
"23Ioffside","piege23",1278,1154,"win","rapid","900+10","chess","True","Live Chess""","d4"
"000sergei2","alde123",1462,1444,"loss","rapid","600","chess","True","Live Chess""","d4"
"OtrusPelivi","abader91",1246,1231,"loss","bullet","60","chess","True","Live Chess""","e4"
"tokowili","abderrahmanearab",822,835,"loss","blitz","300","chess","True","Live Chess""","d4"
"kamaronesi","ABDELHEDI_A",1647,1686,"win","bullet","60","chess","True","Live Chess""","e4"
"padrino1964","abdo1612",1568,1627,"loss","blitz","180","crazyhouse","True","Live Chess - Crazyhouse""","e4"
"9922212","wsswan",1022,1152,"loss","daily","1/259200","chess","True","Movements comes & goes away, yet Christ stays forever - Board 17""","d4"
"Purpleman220","0freakonaleash",522,658,"loss","blitz","180","chess","True","Live Chess""","d4"
"stevecamarillo","21_Ashish",1162,1167,"win","bullet","60","chess","True","Live Chess""","e3"
"AaliSyed","janmanuelheras",1613,1789,"loss","bullet","60","chess","True","Live Chess""","e4"
"RSANC","17Astros",1196,1292,"loss","daily","1/86400","chess","True","Let's Play!""","e4"
"51fun","flintXIII",599,655,"loss","bullet","60","chess","True","Live Chess""","e4"
"1southern2","snk12312",1235,1245,"loss","bullet","60","chess","True","Live Chess""","e4"
"aashishdev96","blockbuster2021",509,560,"loss","bullet","60","chess","True","Live Chess""","d4"
"6bit","Galymiel",1495,1501,"loss","blitz","300","chess","True","Live Chess""","e4"
"5000IQ77","scottyboy72",1227,1188,"win","rapid","600","chess","True","Live Chess""","d4"
"xXToliBabaXx","aagneyageshshesh",1031,992,"loss","rapid","600","chess","True","Live Chess""","e4"
"abdosoft","invariant",1026,1028,"loss","blitz","300+5","chess","True","Live Chess""","e3"
"7Nemo","Charalambos9",1150,1182,"win","blitz","180","chess","True","Live Chess""","e4"
"abc_420","anastas45",1710,1799,"loss","rapid","600","chess","True","Live Chess""","e4"
"abdallahshoukry","slitherypast",1896,1942,"loss","blitz","180","chess","True","Live Chess""","e4"
"aadi155","Han91",858,866,"loss","blitz","300","chess","True","Live Chess""","d4"
"7assoon131","LocoLouis",1337,1388,"loss","bullet","60","chess","True","Live Chess""","e4"
"abcdefghijklmnop1235","Oscarxie20050712",1007,988,"win","bullet","60","chess","True","Live Chess""","e4"
"metalthunder16","68Roch",1605,1632,"win","rapid","600","chess","True","Live Chess""","e4"
"abader91","potrillo01",1297,1401,"loss","bullet","60","chess","True","Live Chess""","d4"
"anhureth","Aayush_mohan",1254,1356,"loss","bullet","30","chess","True","Live Chess""","e4"
"1southern2","currymanray",1438,1444,"win","bullet","60","chess","True","Live Chess""","e4"
"nilanjan2806","1003106",1591,1566,"loss","rapid","600","chess","True","Live Chess""","e4"
"ali_boron","AaravDps",1108,1094,"win","bullet","60","chess","True","Live Chess""","d4"
"abbe77","vasilylysy",621,637,"loss","blitz","300","chess","True","Live Chess""","d4"
"25shaw5","GVPro",1016,1018,"win","blitz","180+2","chess","True","Live Chess""","c4"
"ALFATANGO58","420CHUNGUS",825,811,"loss","rapid","600","chess","True","Live Chess""","e4"
"aadi155","Maldorian",844,844,"loss","blitz","300","chess","True","Live Chess""","e4"
"aaravdudechess","snapealways",539,478,"loss","bullet","60","chess","True","Live Chess""","c3"
"Abat41","mmm33456",1505,1797,"win","blitz","300","chess","True","Live Chess""","e4"
"Aadit_Ag","Aarav_G",1132,590,"win","blitz","300","chess","False","Live Chess""","d4"
"franeksmuda","a1act",1183,1178,"win","rapid","600","chess","True","Live Chess""","e4"
"ThomadordeKaiser","abbastemi",1319,1380,"loss","blitz","300+5","chess","True","Live Chess""","e4"
"RKfahad","aaryan0277",1176,1238,"loss","rapid","600","chess","True","Live Chess""","d4"
"9thknight","pating12",1647,1707,"loss","rapid","600","chess","True","Live Chess""","e4"
"88YH","hambyo",808,816,"win","rapid","600","chess","True","Live Chess""","d4"
"abderrazek19","AlborzPlayChess",2047,1971,"loss","blitz","300","chess","True","Live Chess""","e4"
"anterusse","7assoon131",1204,1236,"win","bullet","60","chess","True","Live Chess""","e4"
"grasik","51fun",744,608,"win","bullet","60","chess","True","Live Chess""","e4"
"130130","EnchantingHat",1054,1351,"loss","blitz","180+2","chess","True","Live Chess""","e4"
"sparsehackle","1vipulpandey",1265,1234,"win","blitz","300","chess","True","Live Chess""","e4"
"sn4es","Aadit_Ag",955,871,"win","bullet","30","chess","True","Live Chess""","e4"
"2019Capsules","Alekseoane",701,825,"win","blitz","600","chess","True","Live Chess""","e4"
"21Wanheda12","Leenion",679,684,"loss","rapid","600","chess","True","Live Chess""","Nf3"
"veikskin","22Yossarian22",1748,1687,"win","blitz","300","chess","True","Live Chess""","d4"
"33winner33","nataliia372",1541,1452,"win","blitz","300","chess","True","Live Chess""","d3"
"1AstPlace","Sansbook",1589,1678,"loss","daily","1/259200","chess","True","Let's Play!""","d4"
"abdirapiyevumid","hooman90",558,374,"win","blitz","600","chess","True","Live Chess""","e4"
"09Gladiator09","ozhana",1004,1013,"loss","bullet","60","chess","True","Live Chess""","d3"
"emstheman","AaliSyed",1780,1695,"win","bullet","60","chess","True","Live Chess""","d4"
"abderahmanebencheikh","yamborghinipie",392,271,"win","blitz","600","chess","True","Live Chess""","b3"
"Rahul_77777","0scorpion0",1271,1254,"loss","rapid","600","chess","True","Live Chess""","d4"
"Abdallah96Adel","KillerB007007",1256,1278,"loss","rapid","600","chess","True","Live Chess""","e4"
"1southern2","Thakkar283",1401,1314,"win","bullet","60","chess","True","Live Chess""","e4"
"sin0bey","1UnknownP",455,538,"loss","bullet","120+1","chess","True","Live Chess""","c4"
"copperrook","abdo_001",1450,1486,"loss","bullet","60","chess","True","Live Chess""","d3"
"nerdnumbers","11brose",1673,1299,"win","blitz","300","chess","True","Live Chess""","e4"
"Arbazular","3BDooSh",1391,1258,"win","rapid","600","chess","True","Live Chess""","e4"
"210892","Omar_said_Hammad",944,870,"win","blitz","600","chess","True","Live Chess""","e4"
"jainaik07","21_Ashish",1211,1246,"loss","bullet","60","chess","True","Live Chess""","d4"
"kadzin","613vintage",1069,1073,"loss","rapid","600","chess","True","Live Chess""","e4"
"abdessattar2014","Gabrielmaffa",1310,1219,"loss","blitz","180+2","chess","True","Live Chess""","e4"
"Aryan_1904","aakashmehta998",1407,1422,"loss","rapid","600","chess","True","Live Chess""","d4"
"4irF1uxOG","CLONKPOT4752",478,169,"win","bullet","60","chess","True","Live Chess""","d4"
"Luxeminuslan","3rnestScribbler",507,519,"loss","blitz","180+2","chess","True","Live Chess""","f3"
"almi642","AaliSyed",1420,1523,"loss","bullet","60","chess","True","Live Chess""","b3"
"42757","vegetayy",1200,1183,"win","blitz","180","chess","True","Live Chess""","d4"
"ArbabKhanWarsi","09Gladiator09",936,999,"loss","bullet","60","chess","True","Live Chess""","e4"
"y1t2321","1234567890yigittalhe",1236,764,"win","blitz","180","crazyhouse","True","Live Chess - Crazyhouse""","h4"
"abderrazek19","Lilyum2019",2056,2083,"loss","blitz","300","chess","True","Live Chess""","e4"
"Ryglu21","Aashik20",944,920,"loss","bullet","60+1","chess","True","Live Chess""","e4"
"aaronane","Ghudsawar",1200,1179,"win","rapid","600","chess","True","Live Chess""","d4"
"salywaly","1952topps",1630,1576,"win","bullet","120+1","chess","True","Live Chess""","e4"
"abdellhamid","702tower2",1623,1704,"win","bullet","30","chess","True","Live Chess""","e4"
"giridharan521","aabir13",1091,1085,"win","rapid","600","chess","True","Live Chess""","Nf3"
"vilando26","13e55i",854,890,"loss","blitz","180+2","chess","True","Live Chess""","e4"
"3dOJoda","ramsey_16",936,889,"loss","blitz","180+2","chess","True","Live Chess""","e4"
"1976BRASILrecife","ressam2776",1378,1401,"loss","rapid","600","chess","True","Live Chess""","e4"
"17Astros","torajisddd",979,1109,"loss","bullet","120+1","chess","True","Live Chess""","e4"
"1709lmd2008","Smascher17",1561,1883,"loss","bullet","60","threecheck","True","Live Chess - Three-Check""","e3"
"3141516","jeje0407",2095,2189,"loss","bullet","60","chess","True","Live Chess""","e4"
"angelajedrez","094Mochi",1342,1278,"loss","rapid","900+10","chess","True","Live Chess""","d4"
"aalvaradov","yokoven",1131,1110,"win","blitz","300+5","chess","True","Live Chess""","e4"
"aagneyageshshesh","GrD27",945,908,"win","rapid","600","chess","True","Live Chess""","d4"
"15_tactical_15","firboy",1677,1632,"win","blitz","180","chess","True","Live Chess""","e4"
"abdellhamid","Lospwr",1420,1590,"loss","bullet","30","chess","True","Live Chess""","e4"
"FicusTzed","7assoon131",1412,1457,"loss","bullet","60","chess","True","Live Chess""","e3"
"88YH","JanuszHAPPY",763,770,"win","rapid","600","chess","True","Live Chess""","d4"
"AaliSyed","Zuesfuery",1607,1556,"win","bullet","60","chess","True","Live Chess""","e4"
"TheLegendRules","A-rnum-A",1749,1389,"win","blitz","300","chess","False","Live Chess""","e4"
"976168014otrlinea","albety",1028,1214,"loss","blitz","600","chess","True","Live Chess""","e4"
"XiaomiChess","31937770",972,989,"loss","bullet","60","chess","True","Live Chess""","e4"
"ginaarrojo","8889802431",1927,1906,"loss","rapid","600","chess","True","Live Chess""","b4"
"aarnavjain","MawelRey",1758,1496,"win","bullet","30","chess","True","Live Chess""","e3"
"aadipatel5","Lewic1111",893,903,"loss","rapid","600","chess","True","Live Chess""","e4"
"1abhishekkumarvirgo1","Chiemgauboy",1178,1167,"loss","blitz","300","chess","True","Live Chess""","e4"
"ABakerMurray","Madalin1410",684,711,"win","rapid","600","chess","True","Live Chess""","e4"
"blacknite1","463316",1260,1223,"win","blitz","600","chess","True","Live Chess""","e4"
"18mudit","kindaokayatchess",1163,959,"win","rapid","1800","chess","True","Live Chess""","Na3"
"GTDuck","3dOJoda",915,904,"win","blitz","180+2","chess","True","Live Chess""","e4"
"Juanito2005","0551171135",1112,1101,"loss","rapid","1800","chess","True","Live Chess""","e4"
"hamdanarjun","aadil_c",1618,1673,"loss","rapid","600","chess","True","Live Chess""","e4"
"8226503","romeutartarelli",939,969,"loss","rapid","600","chess","True","Live Chess""","e4"
"ahulya-tolku","AaliSyed",2018,1721,"win","bullet","60","chess","True","Live Chess""","b3"
"21_Ashish","o9lives",1100,1121,"loss","bullet","60","chess","True","Live Chess""","e4"
"Medioma","18Kent",1167,1203,"loss","rapid","600","chess","True","Live Chess""","e4"
"KRAUSSRUSSELL","1southern2",1329,1258,"loss","bullet","60","chess","True","Live Chess""","d4"
"2mateme","Torremas",1803,2045,"loss","blitz","300","chess","False","Live Chess""","e4"
"Aarav_G","Aadit_Ag",590,1114,"win","blitz","300","chess","False","Live Chess""","e4"
"BishopbyTrade","AaravDps",1553,1047,"win","bullet","10","chess","True","Live Chess""","['Nf3']"
"RichFirebird","77jose77",1126,1095,"loss","blitz","180","chess","True","Live Chess""","e4"
"AppleJuice1245","51fun",605,593,"win","bullet","60","chess","True","Live Chess""","e4"
"MaitreYota","aajayaa",925,909,"loss","blitz","300+5","chess","True","Live Chess""","Nf3"
"bulan5","3141516",2165,2083,"loss","blitz","300","chess","True","Live Chess""","d4"
"7assoon131","reydecastro1",1379,1361,"loss","bullet","60","chess","True","Live Chess""","e4"
"abader91","Fly_Unity",1323,1342,"win","bullet","60","chess","True","Live Chess""","d4"
"abdo_001","sivakv4",1499,1511,"loss","bullet","60","chess","True","Live Chess""","e4"
"32rtutu","wafrinanka",1479,1479,"loss","blitz","180","chess","True","Live Chess""","e4"
"5432132","apology14745",1034,1073,"loss","blitz","180","chess","True","Live Chess""","e4"
"Ishlakhul","51fun",587,692,"loss","bullet","60","chess","True","Live Chess""","e3"
"4abinhduong","conga0",597,1291,"win","blitz","180","kingofthehill","True","Live Chess - King of the Hill""","d4"
"XOPHELIOUS","8amleo",900,920,"loss","blitz","300","chess","True","Live Chess""","e4"
"Hudistric","abderaak",1292,1325,"loss","rapid","600","chess","True","Live Chess""","h3"
"07141985","Khalil2017",1465,1414,"win","blitz","300+5","chess","True","Live Chess""","e4"
"Noob_patz","4ldy27",1508,1493,"win","blitz","180+2","chess","True","Live Chess""","e4"
